customer_id,tenure_months,monthly_usage,support_calls,is_premium,last_login_days,churn
C00166,4,59.42415536577403,0,1,5,0
C00167,31,33.962955178311404,0,0,6,0
C00168,16,32.754582826430656,1,0,8,0
C00169,10,42.70979390930207,0,1,5,0
C00170,16,45.71497481527104,0,0,10,0
C00171,0,55.27573108564743,0,0,4,1
C00172,23,42.33494565357447,0,0,10,0
C00173,20,90.24181910439027,0,0,6,0
C00174,28,26.902432782600684,0,0,5,0
C00175,1,45.10933375068258,0,0,5,1
C00176,1,57.28327610828248,0,0,9,0
C00177,1,66.32298620851459,1,0,5,1
C00178,6,59.4344047141817,1,1,9,0
C00179,6,62.69958174749745,0,0,9,0
C00180,9,39.60201669959493,0,0,3,0
C00181,1,58.92874871934405,0,1,5,0
C00182,2,69.54206812712866,1,0,9,0
C00183,20,57.3872325046152,0,0,4,0
C00184,7,85.92021383886214,0,1,10,0
C00185,19,49.10912980797497,1,0,8,0
C00186,0,45.0434258336245,0,1,11,0
C00187,9,24.188028655199194,0,1,13,0
C00188,32,43.39719679421405,0,1,12,0
C00189,10,57.69952108401612,0,0,13,0
C00190,2,63.44832085917672,0,0,7,0
C00191,15,70.95695246648631,0,0,5,0
C00192,5,53.304653316389306,0,0,4,0
C00193,13,41.46465284031257,1,0,2,0
C00194,0,30.222435771550447,0,0,7,0
C00195,12,47.267253230398126,2,0,6,0
C00196,0,34.59860097186049,1,0,6,0
C00197,16,47.001099288819425,0,0,5,0
C00198,7,29.18130786488474,0,0,6,1
C00199,1,44.68472044259197,1,0,10,1
C00200,9,40.52145808317591,1,1,5,0
C00201,0,65.28962199467404,0,0,10,0
C00202,12,32.45585313277374,0,0,7,0
C00203,66,24.713964172266973,1,1,10,0
C00204,17,61.76561387881255,0,0,8,1
C00205,10,72.58835276296966,0,0,11,0
C00206,1,61.59875173217635,0,0,11,0
C00207,14,47.867502599752335,2,0,4,0
C00208,12,37.12016530019663,0,0,4,0
C00209,0,46.856632519526805,0,0,9,1
C00210,18,44.07651643951827,0,0,7,0
C00211,8,31.98668083292384,2,0,7,0
C00212,6,50.19827406530543,0,0,5,0
C00213,18,69.31950390918436,1,1,10,0
C00214,6,62.81739725362441,3,0,10,0
C00215,7,55.29689323234889,0,1,5,0
C00216,2,49.14318936704015,0,0,2,0
C00217,4,35.310321358805915,0,0,8,1
C00218,22,66.35394362247109,3,0,7,0
C00219,2,28.444219029996447,0,0,8,0
C00220,6,17.85272288090654,1,1,6,0
C00221,54,49.06230985891651,2,0,5,0
C00222,3,43.6519414807356,0,0,7,0
C00223,29,44.682604773404464,0,0,6,0
C00224,30,60.876931640438706,0,0,11,0
C00225,1,58.08877365126188,0,0,5,0
C00226,7,59.962952686953614,1,0,8,0
C00227,8,66.36003592964747,1,0,7,0
C00228,4,30.975322315499884,0,0,4,0
C00229,0,76.23608356465212,1,0,4,1
C00230,3,37.19777935771862,0,0,5,0
C00231,1,54.64387250316742,0,1,7,0
C00232,3,78.10862118084773,0,0,4,0
C00233,19,74.43297738675,0,1,4,0
C00234,27,71.20065880151729,1,1,3,0
C00235,0,49.67550027682077,0,1,6,0
C00236,4,28.122134316631858,0,0,6,1
C00237,47,33.9609294746508,0,0,8,1
C00238,9,45.24956729288673,0,0,7,0
C00239,11,39.73769438905491,3,0,6,1
C00240,0,39.235035953568854,1,0,5,0
C00241,7,46.462287396678214,2,0,7,0
C00242,53,40.40742141587196,0,0,5,0
C00243,5,42.25874674289985,0,0,7,0
C00244,1,51.3875709563596,0,0,8,1
C00245,7,35.1383227220852,1,1,5,1
C00246,39,60.772612488845255,0,0,7,0
C00247,5,64.19709093728244,1,0,7,0
C00248,19,43.132529265738995,0,0,8,0
C00249,19,50.14769606753063,0,0,7,0
C00250,2,72.77548447659485,1,0,8,1
C00251,7,62.0152590763757,0,0,12,0
C00252,15,74.25224773249828,0,0,5,0
C00253,6,61.564376307726064,0,0,5,0
C00254,2,65.471293411675,0,0,10,0
C00255,41,41.513128296480204,0,1,4,0
C00256,12,49.55492882562217,1,1,8,0
C00257,24,38.55037880194725,0,1,9,0
C00258,0,51.25814057784006,0,0,7,1
C00259,3,58.15413735414916,1,0,5,0
C00260,8,53.525925026683495,0,0,6,0
C00261,0,27.5395734583028,0,0,5,1
C00262,59,38.15272656610746,0,0,3,0
C00263,3,32.33033496939118,0,0,5,1
C00264,5,54.68316548790609,0,1,6,0
C00265,2,44.111619939838796,1,0,6,0
C00266,1,54.04629577050655,0,0,4,0
C00267,3,18.919958682354366,0,0,7,0
C00268,4,51.48179702178097,0,0,11,0
C00269,12,34.68925101892786,0,1,6,0
C00270,3,60.7002385830874,0,0,5,0
C00271,5,61.573214370387184,0,1,6,0
C00272,0,58.33586701775499,1,0,8,0
C00273,5,64.12991583982532,0,0,6,0
C00274,9,62.15400992611481,2,0,9,0
C00275,2,42.2403098128948,0,0,3,0
C00276,10,28.320892583192883,0,0,8,0
C00277,4,60.71737331806911,0,0,6,0
C00278,11,54.827820668160456,0,0,9,0
C00279,0,15.846843214817113,0,1,7,0
C00280,26,24.28360579413599,0,0,4,0
C00281,0,30.588794015011448,1,0,6,0
C00282,1,48.816266071536766,0,1,5,0
C00283,18,29.00575057787117,1,0,3,0
C00284,0,59.826228872555916,0,0,10,0
C00285,14,42.35173695341738,1,0,10,0
C00286,42,73.19339010857479,0,0,7,0
C00287,24,56.40060045522787,0,0,11,0
C00288,14,48.042927229090466,0,0,6,0
C00289,38,56.32773025867197,1,1,4,0
C00290,6,36.001526305465134,0,0,6,0
C00291,24,71.6900201150831,1,0,6,0
C00292,5,65.75648132142041,0,0,10,1
C00293,31,53.698511371794936,0,0,9,1
C00294,1,78.99849818015872,0,0,7,0
C00295,33,28.02006745976489,1,0,9,0
C00296,21,62.14228240859949,0,0,8,0
C00297,22,68.0620286582758,0,0,11,1
C00298,1,57.450053446595376,0,0,9,0
C00299,10,47.666345593129805,1,0,10,0
C00300,0,19.101471366790797,0,0,7,1
C00301,15,66.27801591228666,0,0,6,0
C00302,0,43.600332850861236,0,1,8,0
C00303,1,48.929435715512305,1,0,9,0
C00304,3,64.79608978192836,0,0,15,0
C00305,24,64.8359050521461,0,1,4,0
C00306,5,32.66442606469328,0,0,10,0
C00307,9,35.18713823037364,0,0,3,0
C00308,10,39.38365786102176,0,0,13,0
C00309,3,60.334852421795745,0,0,3,0
C00310,10,66.19266249957495,1,0,2,0
C00311,12,57.53594803117986,0,1,5,0
C00312,4,43.391191786462265,0,0,5,0
C00313,6,47.84414160140527,0,0,5,0
C00314,7,70.79399654805806,1,0,9,0
C00315,32,33.14327983602707,1,0,4,0
C00316,10,61.69732679838017,0,0,7,1
C00317,35,48.3939284717723,0,0,5,0
C00318,9,57.34469497194821,0,1,11,0
C00319,8,50.375730585645094,0,0,8,0
C00320,0,65.47271310727993,0,0,7,1
C00321,7,57.96047993479425,1,0,7,0
C00322,31,51.0568159700466,1,0,8,0
C00323,2,83.97191444517233,1,0,3,1
C00324,0,68.76278071556453,1,0,8,1
C00325,6,54.073644644640794,0,0,5,0
C00326,5,61.63239119664444,0,0,9,0
C00327,23,51.757217944137,0,0,8,0
C00328,0,39.63132163395635,0,0,7,0
C00329,30,24.152515367375702,0,0,8,0
C00330,13,80.9699396520027,1,0,8,0
C00331,28,43.410491586252974,0,0,6,0
C00332,11,58.836370512016245,1,0,3,0
C00333,20,68.97194097530937,0,0,8,0
C00334,4,43.414198219689325,0,0,4,0
C00335,5,45.832892444167456,0,0,9,0
C00336,5,57.7872991935253,0,0,8,0
C00337,16,57.921940573580294,1,0,7,0
C00338,5,50.49827952555828,0,0,9,0
C00339,3,34.16310506269271,1,0,9,0
C00340,33,69.33637517822405,0,1,5,0
C00341,28,61.44103504609359,0,0,2,0
C00342,5,52.728739771877734,1,0,6,0
C00343,12,62.071769887416394,0,1,6,0
C00344,3,1.3418293742821916,0,0,9,0
C00345,2,50.951786760158626,0,0,11,0
C00346,4,43.657389125138046,0,0,5,0
C00347,4,20.59681701574704,0,1,8,0
C00348,25,58.17262344008454,0,0,6,0
C00349,20,35.23981011286405,0,0,9,0
C00350,14,71.24296815306411,1,0,10,1
C00351,38,47.87346802428135,0,0,6,0
C00352,6,59.99866195309964,1,1,3,0
C00353,3,41.32043559808795,0,1,3,0
C00354,1,62.336455444095705,0,0,7,0
C00355,4,71.25815357793317,0,0,10,0
C00356,1,26.389226697005896,0,0,4,0
C00357,1,59.270378026612235,1,0,10,0
C00358,11,25.284601102032454,1,0,7,0
C00359,5,48.281114193228724,0,0,5,0
C00360,9,53.89356849364627,0,0,8,0
C00361,2,33.61744462440924,0,1,6,0
C00362,13,45.03571863585165,1,1,8,0
C00363,2,72.45227577890626,0,1,8,0
C00364,3,63.43001134896171,0,0,12,0
C00365,16,65.51589375916552,0,0,7,0
C00366,9,74.45547035598308,0,0,8,0
C00367,4,45.26551366318829,0,1,9,0
C00368,9,65.02605317228833,0,0,5,1
C00369,14,40.96168869070117,0,0,8,0
C00370,29,68.72348081208665,0,0,5,0
C00371,10,33.07469857774855,0,1,9,0
C00372,3,37.54654336716285,0,0,5,0
C00373,16,76.2211305951142,0,1,10,0
C00374,18,59.13373535617301,0,0,10,0
C00375,2,54.938372032594124,1,0,6,0
C00376,20,47.29542830630846,1,0,7,0
C00377,7,44.285478387470626,0,0,5,0
C00378,18,48.88018160822547,0,0,4,0
C00379,3,48.672527881837944,0,1,8,0
C00380,4,60.23309704239741,0,0,6,0
C00381,36,75.52011172548248,0,0,7,0
C00382,12,37.4005829676876,0,0,6,0
C00383,17,52.690919487691005,0,1,7,0
C00384,13,62.171011034829164,0,0,8,0
C00385,2,45.8562733055775,0,0,6,0
C00386,7,62.34090901892177,0,0,9,0
C00387,19,29.343563865499185,0,0,2,0
C00388,13,84.51667401876676,1,1,9,0
C00389,0,55.08588869076426,0,1,8,0
C00390,1,49.33524992797505,0,0,6,0
C00391,5,39.301237685962434,1,1,4,0
C00392,34,46.02339424428841,0,1,6,0
C00393,8,61.10897981298969,0,1,12,0
C00394,3,85.85112584026396,0,0,9,0
C00395,5,30.52225178698477,0,0,6,0
C00396,2,48.53405425202851,0,0,6,0
C00397,6,33.16457616392286,1,0,10,0
C00398,2,31.843212803250918,0,0,14,0
C00399,22,51.34812641221027,0,0,8,0
C00400,7,42.487196051040506,0,0,3,0
C00401,3,55.01333687348569,0,0,9,0
C00402,32,60.41114074418199,0,0,7,1
C00403,4,31.23929193933261,0,0,5,1
C00404,28,42.031830554794126,0,0,4,0
C00405,0,45.85356032556163,0,1,4,0
C00406,14,17.460749435908937,1,0,8,0
C00407,7,46.13522925584016,1,0,9,0
C00408,7,30.873603307840792,1,1,8,0
C00409,0,46.67050765587487,0,0,10,0
C00410,0,49.302483297124304,0,0,9,0
C00411,4,21.853348638517275,0,0,9,0
C00412,35,33.296741446808724,0,0,6,0
C00413,11,55.91934382320153,0,0,6,0
C00414,5,63.346875286155154,0,0,4,1
C00415,11,78.43606224909882,1,0,13,0
C00416,2,55.26185279560019,1,0,9,0
C00417,2,40.15362517436564,1,0,5,0
C00418,5,36.20437567738936,2,0,6,0
C00419,23,30.87530671850331,0,0,9,0
C00420,8,65.41199296018964,0,1,4,0
C00421,4,29.59067905685761,0,0,7,0
C00422,36,38.353949076685716,0,0,4,0
C00423,20,48.08260650564848,0,1,8,0
C00424,4,69.12930730274465,0,0,6,0
C00425,42,59.1578653206124,0,0,7,0
C00426,52,47.943463286538716,0,0,12,0
C00427,6,59.498373529929594,0,0,7,0
C00428,12,78.84569834455968,0,0,6,0
C00429,6,44.95667197131987,0,0,7,0
C00430,3,67.14967262435772,1,0,8,1
C00431,1,59.229394112336124,0,0,9,0
C00432,3,68.68788490963674,0,0,8,0
C00433,3,52.20148955284212,1,0,6,0
C00434,6,39.65811479379599,0,0,11,0
C00435,2,34.33097719727181,0,0,5,0
C00436,36,47.08306372307184,0,1,6,0
C00437,1,34.827118225785796,1,1,5,0
C00438,11,28.50575903018505,0,0,10,0
C00439,6,85.13805469902573,1,0,6,0
C00440,6,36.06225835649374,0,1,4,0
C00441,5,42.727300247868214,0,0,4,0
C00442,24,51.95812979400955,1,0,5,0
C00443,3,77.04751492284015,0,0,8,0
C00444,0,59.9845432025931,2,0,4,0
C00445,30,70.89348170263865,0,0,8,0
C00446,23,52.57403180862202,0,0,8,0
C00447,3,50.48253984660288,0,0,4,0
C00448,8,53.188269610245904,0,0,7,0
C00449,1,68.4343476827463,0,0,3,1
C00450,1,36.62169366590457,0,1,8,0
C00451,21,41.149978813370225,2,1,9,0
C00452,6,63.97798947175798,0,0,4,0
C00453,13,71.00761178653198,0,1,8,0
C00454,34,28.20596341397895,0,0,7,0
C00455,3,42.72831524719666,1,0,6,0
C00456,0,57.46330708857807,0,0,17,0
C00457,0,59.073068533063946,1,1,7,0
C00458,14,67.83841870853558,0,0,9,0
C00459,31,71.73507931880869,1,1,11,0
C00460,7,43.80582035336357,0,1,11,0
C00461,5,66.67200802593732,2,0,3,0
C00462,9,36.972483515071374,1,0,3,0
C00463,23,65.89591095153845,0,0,4,0
C00464,12,47.35006262276604,0,0,8,0
C00465,3,56.72647605354045,0,0,9,0
C00466,17,61.81231655050462,0,0,6,1
C00467,1,63.30103401235036,0,0,8,1
C00468,2,55.67118621442452,0,0,3,0
C00469,11,54.93710827700637,1,0,11,0
C00470,3,31.14229920683574,0,1,7,0
C00471,14,56.79009544286819,0,0,3,0
C00472,5,40.32400054840904,0,0,8,1
C00473,3,42.63681997034955,0,0,8,0
C00474,81,56.129628648423925,0,0,8,0
C00475,0,73.84041029871271,1,0,7,1
C00476,12,64.84832848123455,0,0,5,0
C00477,0,48.944188894702194,0,0,9,1
C00478,17,47.18188501439722,0,0,5,0
C00479,3,39.29111401470607,1,0,8,0
C00480,1,50.8386830400532,1,0,5,1
C00481,12,15.174791192675748,0,0,7,0
C00482,15,48.15187605809663,0,1,3,0
C00483,13,40.339675001470766,1,0,8,0
C00484,0,47.4850125638984,1,0,8,0
C00485,4,27.33875479644777,0,0,3,0
C00486,7,43.7791617653731,0,0,5,0
C00487,4,72.43627266486605,1,0,2,0
C00488,19,52.86378077975709,1,0,7,0
C00489,1,33.224147241592156,1,0,9,0
C00490,11,43.17072878721411,0,0,5,0
C00491,53,51.95823185114582,1,0,4,1
C00492,27,15.712318119330511,0,0,8,0
C00493,3,85.40312106237786,1,0,5,0
C00494,0,53.888874685179154,0,1,11,0
C00495,47,53.85384067423345,0,0,7,0
C00496,25,61.71182441807094,1,0,7,1
C00497,30,58.42514071200872,0,1,2,0
C00498,6,71.56780725987961,0,0,9,0
C00499,16,75.51316354746547,0,1,12,0
C00500,2,37.75961101485776,0,1,9,1
C00501,5,20.877703104012653,0,1,7,0
C00502,22,24.55979385857205,0,0,13,0
C00503,1,83.03709451823616,0,1,7,1
C00504,26,33.84255635998518,0,0,7,1
C00505,8,72.57668957331956,0,0,9,0
C00506,6,34.00044294230709,0,0,9,0
C00507,4,69.45342426132916,0,0,6,0
C00508,29,69.30067833817576,1,0,10,0
C00509,8,53.5050488969441,0,0,8,0
C00510,19,40.4445962744432,0,0,6,0
C00511,23,67.2547134296497,0,0,9,0
C00512,30,41.71267567720196,1,0,5,0
C00513,4,73.42756985717102,0,1,6,0
C00514,4,41.224621808858345,0,1,6,0
C00515,10,70.80608540221455,0,1,6,0
C00516,6,39.61399611421501,0,0,6,0
C00517,32,38.86773668932446,0,1,5,0
C00518,6,60.56552451085625,0,1,8,0
C00519,7,50.29592478041095,0,1,7,0
C00520,11,59.62011357633435,0,0,9,0
C00521,6,91.84230111925211,1,1,8,0
C00522,58,36.174038912308916,0,0,5,0
C00523,1,44.759315416958934,0,0,9,1
C00524,2,52.056710412100415,1,0,9,0
C00525,4,34.21772009027151,0,0,5,1
C00526,1,25.192437745684167,1,1,6,0
C00527,4,36.203086189692954,0,1,8,0
C00528,18,61.09997182209719,0,0,4,0
C00529,8,39.382627470918656,0,0,10,0
C00530,0,39.49777823110558,2,0,8,1
C00531,48,57.28606664427473,1,1,8,0
C00532,11,34.86999223265478,1,0,8,0
C00533,0,63.77265833457227,1,0,4,0
C00534,12,78.96480349114654,0,0,8,0
C00535,5,54.27541570495168,0,1,5,0
C00536,1,56.690939857214886,0,1,6,0
C00537,9,39.34213005660661,0,0,8,0
C00538,15,54.267191983728424,0,0,6,0
C00539,13,57.23822611181802,0,1,10,0
C00540,3,30.987289933392002,0,1,10,0
C00541,8,35.62178733801543,1,1,11,0
C00542,9,37.883379207766325,0,0,6,0
C00543,15,53.178271899004265,0,1,8,0
C00544,5,42.09780856054852,1,1,3,1
C00545,19,52.90075191510716,0,1,11,0
C00546,11,42.6721087602367,0,0,9,0
C00547,0,66.46146494279475,0,1,11,0
C00548,9,47.30384699962785,1,1,5,0
C00549,23,34.80541267741185,0,0,7,0
C00550,10,74.46266464274406,0,1,6,0
C00551,2,81.03388689401741,0,0,9,0
C00552,8,61.571630128718496,1,0,8,0
C00553,16,56.95196491240209,0,0,7,0
C00554,1,49.61554118239575,1,0,9,0
C00555,20,56.67076497830934,0,0,1,0
C00556,2,33.921323614839665,0,0,5,0
C00557,9,32.7167000596195,0,0,10,0
C00558,5,58.762426049631465,0,1,9,0
C00559,3,32.198175957535696,1,0,6,1
C00560,12,77.30715033264856,1,0,13,0
C00561,0,38.224540195334015,0,1,7,0
C00562,17,58.21313420320764,0,0,6,0
C00563,8,31.4154259906152,0,0,4,0
C00564,25,49.71912686101289,0,0,5,0
C00565,8,56.267189604762024,1,1,8,0
C00566,0,43.566736169525456,1,0,6,0
C00567,1,40.5328086897728,0,0,6,1
C00568,19,45.9542479224318,0,1,8,0
C00569,8,69.58136663673238,0,0,4,0
C00570,6,65.17713477542885,1,0,7,1
C00571,4,66.5921356456719,0,1,3,0
C00572,4,65.58233129041042,1,0,9,0
C00573,40,72.79680188183065,0,0,7,0
C00574,6,62.177673694638585,0,0,7,0
C00575,25,15.777254666607035,0,0,6,0
C00576,12,59.64473865795037,0,0,4,0
C00577,23,56.76305222344094,0,1,11,0
C00578,22,46.68010117345342,1,0,5,0
C00579,37,27.910805681852644,0,0,4,0
C00580,14,39.78925244731067,1,0,8,0
C00581,19,45.001926273986996,0,0,9,0
C00582,15,63.12358805194535,0,0,9,0
C00583,11,60.79987120290234,0,0,9,0
C00584,15,32.60703744348213,0,0,4,0
C00585,15,59.143869512191536,0,0,9,0
C00586,0,21.20627162339382,0,0,5,0
C00587,8,43.60047256695259,0,1,13,0
C00588,18,49.75846714285939,0,0,6,0
C00589,3,61.20514759523926,0,0,3,0
C00590,7,46.132373263310974,0,0,5,0
C00591,6,58.42432802493785,1,1,6,0
C00592,6,54.43029474735781,1,1,3,1
C00593,1,57.31307703461905,0,0,7,1
C00594,8,59.939883992267234,0,0,5,0
C00595,7,45.76220351204651,0,1,6,0
C00596,13,63.216894990032735,0,0,10,0
C00597,9,73.315215554921,0,0,7,0
C00598,0,47.607751040899224,0,0,7,0
C00599,0,16.063745868609118,1,0,6,0
C00600,14,59.866966049345876,0,0,6,0
C00601,14,50.331396299895516,1,0,10,0
C00602,38,57.23023873081608,0,0,6,1
C00603,25,38.05153712949892,0,0,5,0
C00604,7,43.05992324023987,2,0,5,0
C00605,11,50.85105759082472,0,0,9,0
C00606,7,47.37875989432217,0,1,9,0
C00607,3,49.18128901645422,1,0,8,0
C00608,5,42.60743708160887,1,0,7,0
C00609,1,48.04130267152886,0,0,7,0
C00610,13,60.25657815271181,1,0,5,0
C00611,2,58.06487648469264,0,0,12,1
C00612,7,31.040148526587544,0,0,7,0
C00613,41,53.20459388706968,0,0,7,0
C00614,0,39.0647215945922,0,0,11,0
C00615,1,55.603648396648964,0,1,8,1
C00616,4,67.87920228908125,0,0,8,0
C00617,34,62.31723184530294,0,0,5,0
C00618,28,40.12521091739474,0,0,11,0
C00619,2,51.394600483659985,0,0,4,0
C00620,47,55.75831425860036,0,0,9,0
C00621,16,56.83058925534836,0,0,5,1
C00622,9,37.165216568906146,0,0,7,0
C00623,32,57.93892385239262,1,0,7,0
C00624,25,54.78882324146733,0,0,8,0
C00625,5,35.66015592303114,0,0,7,0
C00626,12,55.42080453248643,0,1,8,0
C00627,12,43.308921705033455,0,0,4,0
C00628,4,36.5343152026508,0,1,3,0
C00629,2,43.99844771079588,0,0,7,0
C00630,7,35.74208736554408,0,0,6,0
C00631,3,39.22565925578656,1,0,5,0
C00632,5,72.21189614802958,0,0,9,0
